Name,AnomalyScore
1438,0.0066192472397342585
1439,0.007533846890746793
1440,0.006847899519120456
1441,0.005060945058012176
1442,0.00603212266815932
1443,0.007473986717088862
1444,0.005757777613799395
1445,0.003845781807235812
1446,0.0049107599628683074
1447,0.006133496108188115
1448,0.006843755320956848
1449,0.004707107194111123
1450,0.0054591254030865
1451,0.004130503943921839
1452,0.005010459419872758
1453,0.006675844382769532
1454,0.007629024231532821
1455,0.005780530585799588
1456,0.005190426350247971
1457,0.0047298624414109595
1458,0.010762290082647712
1459,0.0072193929468749515
1460,0.012101021335355946
1461,0.010225501489234243
1462,0.0060841361197788
1463,0.007878267397854317
1464,0.004680691150636199
1465,0.006076072857995482
1466,0.010092911039652161
1467,0.009933619967559086
1468,0.0072492843460390845
1469,0.009640354669634933
1470,0.015092477996872043
1471,0.01094324740042674
1472,0.008411550693319777
1473,0.004682399992636149
1474,0.01083848847043448
1475,0.003906295723202375
1476,0.007601718702677649
1477,0.00392320959194912
1478,0.0048934513839137325
1479,0.005287740314586566
1480,0.006463583537247131
1481,0.004965054337492383
1482,0.00778889746788582
1483,0.005970283947978737
1484,0.00600197076323461
1485,0.005856413352781624
1486,0.006899555732773266
1487,0.005233734554710082
1488,0.006325041519705378
1489,0.005760884140531997
1490,0.005174964667015971
1491,0.0061131384187185864
1492,0.006900983584296176
1493,0.007693695767265946
1494,0.006148024882997059
1495,0.005369731619295549
1496,0.005354507774386785
1497,0.005625495766874329
1498,0.004911640425487564
1499,0.0047770957776384375
1500,0.003813367531179451
1501,0.005063430750066233
1502,0.004128273148437479
1503,0.003578326162951597
1504,0.004687905019681292
1505,0.008686585554494888
1506,0.004690534775814926
1507,0.004091553407949863
1508,0.0039458546588393584
1509,0.006279574158046336
1510,0.004362656576716217
1511,0.004825300812887134
1512,0.0058483087882943005
1513,0.006059357008184864
1514,0.004458856284607158
1515,0.005564568324216681
1516,0.004601661446643403
1517,0.005262840320296736
1518,0.005185665984291887
1519,0.0055696512727244595
1520,0.007787612290240178
1521,0.00651861577078951
1522,0.007592181384468405
1523,0.005770680177386836
1524,0.005665226267734776
1525,0.007748819166496143
1526,0.004150877649888059
1527,0.007807641300790088
1528,0.005607399674159645
1529,0.013059274083201563
1530,0.00578186069840959
1531,0.004955422375538657
1532,0.005916651177626032
1533,0.004373586978072844
1534,0.0038874824661600926
1535,0.004063242204643882
1536,0.004760462759474519
1537,0.007457511341947875
1538,0.0049997426550902006
1539,0.004320254701693062
1540,0.004855571837287534
1541,0.0048646369217990315
1542,0.004524813234690346
1543,0.0032285356521858377
1544,0.0044960137774670925
1545,0.003997215919261185
1546,0.004942270949378996
1547,0.0039373237350382945
1548,0.004324753183606232
1549,0.0056909392899822395
1550,0.004185812335024403
1551,0.004081992289959332
