Name,AnomalyScore
2630,0.31839940824172036
2631,0.3008653121546568
2632,1.9940832219608966
2633,1.979581849790335
2634,1.994075018686208
2635,1.9612983121421976
2636,0.6915448902660484
2637,0.41711345839066055
2638,0.4102438884157858
2639,0.552737734531215
2640,0.4324828294552098
2641,0.3889810471744057
2642,0.4254480531678191
2643,1.9734486171775907
2644,1.9793842933412533
2645,0.34020747741314067
2646,1.9764261794908842
2647,0.3238472901907903
2648,1.9929879175789897
2649,0.37451520846906017
2650,1.9772771207055744
2651,1.9783026533857024
2652,1.9915204257676207
2653,0.4942797581519129
2654,0.5172466100782596
2655,1.998214849554309
2656,2.011432559460896
2657,1.97898803995859
2658,2.016411961107204
2659,0.6863897192025606
2660,0.6119661771281969
2661,0.4687884453670889
2662,2.006032014602255
2663,0.48893651287978435
2664,0.46539495670998715
2665,0.31241041751104426
2666,0.3222102027272195
2667,1.9962303899956104
2668,1.9968380388077764
2669,0.30409856045716543
2670,1.979257806233727
2671,1.9815966410928059
2672,0.3108184670539016
2673,0.518581483836732
2674,0.41408312379327733
2675,0.35038033624603765
2676,0.39010386741326925
2677,0.29271917806833847
2678,0.27745415857096634
2679,0.334111017117634
2680,1.9792339134778103
2681,1.9820196506293024
2682,0.27814646467485715
2683,0.268642326390902
2684,1.9809995349700216
2685,0.2654129457069452
2686,0.3208945265253876
2687,1.9816232020173605
2688,1.982454804417537
2689,1.9783437352973936
2690,0.28109075078603246
2691,0.3556975124839518
2692,0.3441371505317199
2693,1.9757395861859957
2694,1.9764558935805383
2695,0.36699415495062593
2696,0.5295628235603418
2697,0.42475381149084895
2698,0.41516633823203947
2699,0.331024249536917
2700,1.9780560480038545
2701,1.9789409240653002
2702,2.0346282653380015
2703,0.3442548715168024
2704,0.37775505413716365
2705,0.3772175379848016
2706,2.013747767847269
2707,0.39999143289350153
2708,2.0302251213789293
2709,0.46511509628549996
2710,1.9776681071952233
2711,0.30683241649324033
2712,0.34773887602799675
2713,0.3715202123270297
2714,0.3597720255385723
2715,0.36947722052747345
2716,0.4350030469655337
2717,0.37915416954747294
2718,0.3386463986183875
2719,1.975907377274615
2720,0.2795186901538977
2721,0.3007566290338053
2722,0.35071389974558875
2723,0.39797417828322146
2724,1.9693100859005
2725,0.3694373415015658
2726,2.0018199209025824
2727,0.29955406717218236
2728,2.0062335565905602
2729,0.39251866928149637
2730,1.9995811957308844
2731,0.42420197699766815
2732,2.0463866414014538
2733,2.0189212872560858
2734,1.9644868279819774
2735,0.42903838541573724
2736,2.017093616930087
2737,0.3089167805908572
2738,1.9805136694136116
2739,1.9797258555554766
2740,0.2758248181364529
2741,1.9771029138950607
2742,0.383860445237563
2743,2.0038252940731605
2744,2.008470985987221
2745,0.4165477780770901
2746,2.0117697210322554
2747,1.978700530745841
2748,0.2890070454912425
2749,0.3459420366845891
2750,0.33702504640389835
2751,2.0085508257583764
2752,1.9712822409646331
2753,2.005849460951413
2754,2.024561633492031
