Name,AnomalyScore
2755,380.5733650634782
2756,375.8086005499465
2757,389.2195084449707
2758,377.88088560919624
2759,373.02449444402805
2760,381.4277882819831
2761,410.9337443592478
2762,388.6029884698952
2763,392.16917829605086
2764,387.1576070079539
2765,370.13601968126216
2766,382.07303956449505
2767,372.38012308647376
2768,349.88219919023686
2769,348.3470963226548
2770,350.1562313738614
2771,353.3645938305434
2772,367.15567948513086
2773,383.10418015806613
2774,362.37656958127957
2775,349.25484830526295
2776,357.2417251019227
2777,376.66872132817525
2778,373.050689925091
2779,389.57810777080425
2780,358.24288192084094
2781,375.92545340910976
2782,394.2762421002752
2783,379.33622951540895
2784,421.4298803430661
2785,397.4428559554232
2786,390.2677181137611
2787,384.0878421973972
2788,391.68822996124146
2789,379.00369658571924
2790,359.8004169382509
2791,385.04350192379616
2792,378.75837350738163
2793,384.24269288436875
2794,375.7864718076005
2795,378.1657882492311
2796,380.29501690902055
2797,372.74622270941893
2798,395.89659111838773
2799,360.80741067579334
2800,384.09533126060666
2801,367.63285773008965
2802,357.4770030511164
2803,357.54494457575476
2804,385.2631870250431
2805,355.83013228643847
2806,382.4587879901553
2807,347.92878938547415
2808,373.04824950306914
2809,357.8470731164253
2810,378.66785918888195
2811,379.6841964552395
2812,356.31207593347676
2813,360.5268838622087
2814,366.7889162206521
2815,382.57282531423095
2816,382.25460390638597
2817,385.0286396372164
2818,388.7060948507582
2819,374.4149160170588
2820,374.74764555581874
2821,391.17975812107056
2822,356.54607617214015
2823,370.7353687170524
2824,347.13407010377193
2825,365.62642215596077
2826,375.3961850132789
2827,348.26898049788906
2828,351.03723860677565
2829,372.0273590812493
2830,359.4785749555333
2831,368.4230474539489
2832,371.8826421105612
2833,368.5547996609262
2834,374.7380817555438
2835,377.0511218749773
2836,373.61584624523675
2837,348.08571839513814
2838,345.3779223057446
2839,352.18066523063345
2840,358.1810189179686
2841,359.55445942090626
2842,383.9034598712094
2843,360.4732589695918
2844,365.1448537921893
2845,377.40764175242697
2846,355.8779616614275
2847,358.14929901149634
2848,377.17771376211584
2849,381.4084853959015
2850,367.56083596127587
2851,389.74402231507383
2852,379.1406432474038
2853,378.30497810600923
2854,361.6522926812385
2855,382.05333194077934
2856,361.69389041340196
2857,384.5660156365953
2858,360.0751265843289
2859,367.9826325655367
2860,362.9701751840288
2861,397.9188734661826
2862,353.0185179116643
2863,383.1422647258893
2864,358.6103847180679
2865,376.8263396844218
2866,372.4576688733713
2867,360.20293480793254
2868,381.73071008942554
2869,360.5687305820136
2870,381.98247341755905
2871,367.3046113983505
2872,351.3240159136102
2873,373.2093492818984
2874,355.87662570417194
2875,358.51241216806
2876,387.0980468080298
2877,363.33070424594274
2878,363.68022843666216
2879,375.75414667819166
