Name,AnomalyScore
0328,0.00020218139008711285
0329,0.0010578709714456997
0330,0.0010417484188216548
0331,0.00021981058246003807
0332,0.0005457359247711207
0333,0.0006763634900780794
0334,0.00023393145883762517
0335,0.00041256832031529164
0336,0.0010020659463018979
0337,0.0005278294540417129
0338,0.00049700060002971
0339,0.00019041621352802024
0340,0.00032107023433497993
0341,0.0004602164744868738
0342,0.0003909593763585543
0343,0.00045800700850955837
0344,0.0005239262895242037
0345,0.0003036419292219072
0346,0.0007591938888726504
0347,0.0013383690659777656
0348,0.00029377755835823666
0349,0.0004590591026065175
0350,0.0007458078680049993
0351,0.0019322648994443783
0352,0.0010458666170820486
0353,0.00184495381002168
0354,0.0006447171562703026
0355,0.00037928659918937385
0356,0.0008311508159169136
0357,0.00148017723056545
0358,0.000402032144699803
0359,0.002228464593570067
0360,0.0009603453726920166
0361,0.0017778769384176232
0362,0.0014218694668498284
0363,0.0005532036583560597
0364,0.00016373354706272346
0365,0.0005819932733304705
0366,0.0003298803867529635
0367,0.00027184936023079117
0368,0.00014073966444496733
0369,0.0003034870751072344
0370,0.0003052495382349159
0371,0.00047047908957907787
0372,0.000596936474234107
0373,0.0006485070704337365
0374,0.00038204414869506863
0375,0.0001001895757931177
0376,0.0003850530521585364
0377,0.00025979894431195675
0378,0.00026457378641582064
0379,0.00046702680459425423
0380,0.0008810444129709195
0381,0.0005616498790997088
0382,0.00025806707429032634
0383,0.00042636600579291006
0384,0.0005009612998661853
0385,0.00047564879583235483
0386,0.00047782979050227836
0387,0.0003338744781159822
0388,0.00042156462412832295
0389,0.0007239574943381285
0390,0.000523522033535591
0391,0.0003391596044809643
0392,0.000526232157638484
0393,0.0003198356721919428
0394,0.00018048109341309965
0395,0.0004343955002723283
0396,0.0005262882264860753
0397,0.00017887178204171105
0398,0.0003329964516453395
0399,0.0002573598179595579
0400,0.0005404052810052276
0401,0.0007491370133381036
0402,0.0002281188168262332
0403,0.0011184273060794144
0404,0.0006722224551981247
0405,0.0005962781994857808
0406,0.00012173624888922618
0407,0.0003073653292871904
0408,0.0013249237015052619
0409,0.0003875826544619739
0410,0.00026642329325498996
0411,0.00047361744824891625
0412,0.00041204779944256057
0413,0.0005377767001053602
0414,0.0007064365794567521
0415,0.0004539084398792119
0416,0.0003258399871352135
0417,0.00033662297091416804
0418,0.0007244129154006774
0419,0.00034409239828252984
0420,0.00047213388559638443
0421,0.00042641484948686883
0422,0.0001945917532164556
0423,0.0005207956591484356
0424,0.00036697766234047337
0425,0.0007058512552876213
0426,0.0004314487658899752
0427,0.0003754773188626107
0428,0.0005685679842356241
0429,0.0002815039002591214
0430,0.00023790613627429802
0431,0.000475510195783044
0432,0.00040470436243709757
0433,0.0002843907843537393
0434,0.0003836095789902928
0435,0.0005188117503624871
0436,0.00028443840229844535
